scope,activity_id,molecule_chembl_id,scaffold_key,cv_fold,reference_n,maximum_tanimoto,bin,nearest_tie_count,nearest_activity_ids,nearest_molecule_ids,nearest_scaffold_keys
cv_to_other_cv_folds,14762244,CHEMBL1829763,O=C1OC(c2ccccc2)CCN1Cc1ccc(-c2ccccc2)cc1,2,467,0.24050632911392406,"[0.2,0.3)",1,"[""14764390""]","[""CHEMBL2137199""]","[""c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)cc1""]"
cv_to_other_cv_folds,14762252,CHEMBL1929039,O=C1COc2ccc(-c3ccnn3-c3ccccc3)cc2N1,3,465,0.25609756097560976,"[0.2,0.3)",1,"[""14761302""]","[""CHEMBL2181928""]","[""O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1""]"
cv_to_other_cv_folds,14762253,CHEMBL1463345,O=C1C=C2C=CC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,4,467,0.21428571428571427,"[0.2,0.3)",1,"[""14765368""]","[""CHEMBL1276308""]","[""O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13""]"
cv_to_other_cv_folds,14762254,CHEMBL2070137,c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,4,467,0.29850746268656714,"[0.2,0.3)",1,"[""14762230""]","[""CHEMBL24646""]","[""O=C1CCC(c2ccc3[nH]c(-c4ccccc4)nc3c2)=NN1""]"
cv_to_other_cv_folds,14762255,CHEMBL29609,c1cc(CCCOc2ccc(-c3ncon3)cc2)on1,3,465,0.42857142857142855,"[0.4,0.6)",1,"[""14764530""]","[""CHEMBL143305""]","[""c1cc(CCCOc2ccc(C3=NCCO3)cc2)on1""]"
cv_to_other_cv_folds,14762263,CHEMBL435859,B1c2ccccc2N=CN1c1cccnc1,1,462,0.32653061224489793,"[0.3,0.4)",1,"[""14759837""]","[""CHEMBL168899""]","[""O=C1Nc2ccccc2BN1c1ccccc1""]"
cv_to_other_cv_folds,14762264,CHEMBL521851,c1cc(-c2nc(N3CCOCC3)c3sc(CN4CCNCC4)cc3n2)c2cn[nH]c2c1,3,465,0.37209302325581395,"[0.3,0.4)",1,"[""14761292""]","[""CHEMBL2325704""]","[""c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1""]"
cv_to_other_cv_folds,14762270,CHEMBL556680,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(CC3CCCN3)ccc12,4,467,0.36619718309859156,"[0.3,0.4)",1,"[""14762454""]","[""CHEMBL492112""]","[""O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1""]"
cv_to_other_cv_folds,14762271,CHEMBL108922,c1ccc(OCCC2CCN(c3cccnn3)CC2)cc1,4,467,0.5522388059701493,"[0.4,0.6)",2,"[""14759902"",""14763407""]","[""CHEMBL426823"",""CHEMBL2062774""]","[""c1cnnc(N2CCC(CCOc3ccc4ncoc4c3)CC2)c1"",""c1cnnc(N2CCC(CCOc3ccc4cnoc4c3)CC2)c1""]"
cv_to_other_cv_folds,14762272,CHEMBL235392,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(CN2CC3CNCC(C2)O3)c1,1,462,0.5625,"[0.4,0.6)",1,"[""14761275""]","[""CHEMBL393717""]","[""O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(N2CCNCC2)c1""]"
cv_to_other_cv_folds,14762273,CHEMBL371888,c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)nc1,4,467,0.4473684210526316,"[0.4,0.6)",1,"[""14763252""]","[""CHEMBL193544""]","[""c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCNCC5)c34)cc2)nc1""]"
cv_to_other_cv_folds,14762275,CHEMBL1939418,c1ccc(Nc2ncnc3[nH]cnc23)cc1,3,465,0.2839506172839506,"[0.2,0.3)",1,"[""14763359""]","[""CHEMBL481230""]","[""c1ccc(Nc2ccnc3ccccc23)cc1""]"
cv_to_other_cv_folds,14762276,CHEMBL551707,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc2nc(N3CCCC(NCCc4nnn[nH]4)C3)ccc12,1,462,0.45454545454545453,"[0.4,0.6)",1,"[""14763447""]","[""CHEMBL557697""]","[""O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc2nc(-c3ccccc3)ccc12""]"
cv_to_other_cv_folds,14762277,CHEMBL1397672,O=c1c(Cc2ccccc2)c[nH]c2nc(NCc3ccccc3)nn12,0,467,0.25333333333333335,"[0.2,0.3)",1,"[""14765515""]","[""CHEMBL2098332""]","[""O=C(COc1ccnc2ccccc12)Nc1ccccc1""]"
cv_to_other_cv_folds,14762281,CHEMBL42,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,1,462,0.3114754098360656,"[0.3,0.4)",1,"[""14760021""]","[""CHEMBL580""]","[""O=C1CN=C(c2ccccc2)c2ccccc2N1""]"
cv_to_other_cv_folds,14762282,CHEMBL957,O=S(=O)(Nc1nc(-c2ncccn2)ncc1Oc1ccccc1)c1ccccc1,3,465,0.3076923076923077,"[0.3,0.4)",1,"[""14759974""]","[""CHEMBL2018954""]","[""O=S(=O)(Nc1nccnc1OCc1ccccc1)c1ccccc1""]"
cv_to_other_cv_folds,14762283,CHEMBL2170837,O=S(=O)(Nc1ccc(N2CCN(c3cccc(-c4cc[nH]c4-c4ccccc4)c3)CC2)cc1)c1ccc(NC(CCN2CCCCC2)CSc2ccccc2)cc1,4,467,0.26356589147286824,"[0.2,0.3)",1,"[""14763331""]","[""CHEMBL1951893""]","[""O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1""]"
cv_to_other_cv_folds,14762291,CHEMBL422648,O=c1occ(CN2CCN(c3ccc4c(=O)cc5n(c4c3)CS5)CC2)o1,4,467,0.6417910447761194,"[0.6,1.0]",1,"[""14762221""]","[""CHEMBL345937""]","[""O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2""]"
cv_to_other_cv_folds,14762292,CHEMBL1916280,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,1,462,0.6153846153846154,"[0.6,1.0]",1,"[""14759894""]","[""CHEMBL1916278""]","[""O=C(NC1CCOCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1""]"
cv_to_other_cv_folds,14762294,CHEMBL570899,c1cnc(CNc2cncc(Nc3cc[nH]n3)n2)nc1,2,467,0.74,"[0.6,1.0]",1,"[""14763463""]","[""CHEMBL569738""]","[""c1ccc(CNc2cncc(Nc3cc[nH]n3)n2)nc1""]"
cv_to_other_cv_folds,14762295,CHEMBL2012204,c1ccc(-c2ccc(COCCc3ccon3)cc2)cc1,1,462,0.30666666666666664,"[0.3,0.4)",1,"[""14763437""]","[""CHEMBL1302675""]","[""O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccon1""]"
cv_to_other_cv_folds,14762296,CHEMBL1645135,O=C(NCc1ccccc1)c1cccc2c1N(Cc1ccccc1)CC2,3,465,0.25675675675675674,"[0.2,0.3)",1,"[""14758977""]","[""CHEMBL2094588""]","[""O=C(CN1C2=NCCN2c2ccccc21)c1ccccc1""]"
cv_to_other_cv_folds,14762302,CHEMBL1939414,c1ccc(Nc2ncnc3[nH]cnc23)cc1,3,465,0.26785714285714285,"[0.2,0.3)",1,"[""14763246""]","[""CHEMBL57531""]","[""c1ccc(-c2cnc3ncncc3c2)cc1""]"
cv_to_other_cv_folds,14762303,CHEMBL1672434,O=S(=O)(NC1CCNC1)c1ccccc1,4,467,0.25333333333333335,"[0.2,0.3)",1,"[""14765561""]","[""CHEMBL250961""]","[""O=S(=O)(NC1CCN(Cc2ccc(-c3ccccc3)cc2)C1)c1ccccc1""]"
cv_to_other_cv_folds,14762304,CHEMBL2031225,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,3,465,0.7808219178082192,"[0.6,1.0]",1,"[""14762228""]","[""CHEMBL2031221""]","[""O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1cccc(N2CCOCC2)c1""]"
cv_to_other_cv_folds,14762305,CHEMBL1945031,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4c[nH]c5ccccc45)c3)c2s1,2,467,0.684931506849315,"[0.6,1.0]",1,"[""14761180""]","[""CHEMBL1945037""]","[""O=c1[nH]c2cccc(CCNCCc3cccc(CNCCCc4ccccc4)c3)c2s1""]"
cv_to_other_cv_folds,14762306,CHEMBL1523918,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccccc1,3,465,0.37735849056603776,"[0.3,0.4)",1,"[""14759824""]","[""CHEMBL313907""]","[""O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1""]"
cv_to_other_cv_folds,14762319,CHEMBL1956334,O=C(Nc1cccnc1)C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)CC1,0,467,0.28169014084507044,"[0.2,0.3)",1,"[""14764283""]","[""CHEMBL550438""]","[""O=C(CC1CCCCC1)Nc1cccc2ncccc12""]"
cv_to_other_cv_folds,14762329,CHEMBL1934269,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,2,467,0.6612903225806451,"[0.6,1.0]",3,"[""14763424"",""14764305"",""14764332""]","[""CHEMBL1916281"",""CHEMBL1916282"",""CHEMBL1916283""]","[""O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1"",""O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1"",""O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1""]"
cv_to_other_cv_folds,14762330,CHEMBL1770476,O=C(NCc1nc2cnccc2[nH]1)c1cc2ccccc2o1,3,465,0.8194444444444444,"[0.6,1.0]",1,"[""14763498""]","[""CHEMBL1770297""]","[""O=C(NCc1nc2ccccc2[nH]1)c1cc2ccccc2o1""]"
cv_to_other_cv_folds,14762331,CHEMBL290548,O=C(CC1CNCCN1c1ccnc(-n2ccnc2)n1)NCc1ccc2c(c1)OCO2,1,462,0.25,"[0.2,0.3)",1,"[""14758991""]","[""CHEMBL112246""]","[""c1ccc(NC2CCNCC2)nc1""]"
cv_to_other_cv_folds,14762332,CHEMBL436826,O=C(Cc1ccccc1)N(Cc1cccnc1)Cc1nc2ccccc2c(=O)n1-c1ccccc1,4,467,0.5,"[0.4,0.6)",1,"[""14762461""]","[""CHEMBL1077827""]","[""O=C(Cc1ccccc1)N(Cc1nc2ncccc2c(=O)n1-c1ccccc1)CC1CCNCC1""]"
cv_to_other_cv_folds,14762334,CHEMBL2207666,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,0,467,0.76,"[0.6,1.0]",1,"[""14764385""]","[""CHEMBL2207654""]","[""O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12""]"
cv_to_other_cv_folds,14762336,CHEMBL1951918,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,3,465,0.6375,"[0.6,1.0]",1,"[""14760003""]","[""CHEMBL1951909""]","[""O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCNCC2)CC1""]"
cv_to_other_cv_folds,14762345,CHEMBL578194,c1ccc(CNc2cncc(Nc3cc(C4CC4)[nH]n3)n2)nc1,2,467,0.5,"[0.4,0.6)",1,"[""14763463""]","[""CHEMBL569738""]","[""c1ccc(CNc2cncc(Nc3cc[nH]n3)n2)nc1""]"
cv_to_other_cv_folds,14762346,CHEMBL1091644,c1ccc(-c2ccc3ccc(-c4nc(C5CCC5)n5ccncc45)cc3n2)cc1,2,467,0.23333333333333334,"[0.2,0.3)",1,"[""14763447""]","[""CHEMBL557697""]","[""O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc2nc(-c3ccccc3)ccc12""]"
cv_to_other_cv_folds,14762347,CHEMBL1201391,C1=CC2=CCCCC2CC1,2,467,0.18947368421052632,"[0,0.2)",2,"[""14764452"",""14764493""]","[""CHEMBL1924046"",""CHEMBL1921942""]","[""O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)N1CCCCC1"",""O=C(C[N+]12CCC(CC1)C(OC(=O)C(c1ccccc1)N1CCCCC1)C2)Nc1ccccc1""]"
cv_to_other_cv_folds,14762348,CHEMBL1952100,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,3,465,0.6578947368421053,"[0.6,1.0]",1,"[""14760003""]","[""CHEMBL1951909""]","[""O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCNCC2)CC1""]"
cv_to_other_cv_folds,14762352,CHEMBL1513,O=C1N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C=NC12CCCC2,3,465,0.21,"[0.2,0.3)",1,"[""14765456""]","[""CHEMBL1947155""]","[""O=c1[nH]c2cccc(CCNCCc3ccc(-c4ccccc4CNCc4ccccc4)cc3)c2s1""]"
cv_to_other_cv_folds,14762353,CHEMBL2348642,c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCNCC2)c1,0,467,0.9365079365079365,"[0.6,1.0]",1,"[""14763360""]","[""CHEMBL2312185""]","[""c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCCNCC2)c1""]"
cv_to_other_cv_folds,14762354,CHEMBL406366,c1ccc(-c2cscn2)cc1,3,465,0.4307692307692308,"[0.4,0.6)",1,"[""14764531""]","[""CHEMBL1299863""]","[""O=C(CSc1ncccn1)Nc1nc(-c2ccccc2)cs1""]"
cv_to_other_cv_folds,14762355,CHEMBL2070950,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3ccncc3s2)CC1,0,467,0.6515151515151515,"[0.6,1.0]",1,"[""14759957""]","[""CHEMBL2070938""]","[""O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nccs2)CC1""]"
cv_to_other_cv_folds,14762356,CHEMBL329785,c1ccc2scnc2c1,4,467,0.3902439024390244,"[0.3,0.4)",1,"[""14760013""]","[""CHEMBL1645105""]","[""c1cncc(-c2ccc3ncsc3c2)c1""]"
cv_to_other_cv_folds,14762357,CHEMBL12610,c1ccc(Cn2ncc3ccccc32)cc1,4,467,0.3148148148148148,"[0.3,0.4)",1,"[""14765495""]","[""CHEMBL314034""]","[""c1ccc(Cn2cnc(-c3ccccc3)n2)cc1""]"
cv_to_other_cv_folds,14762361,CHEMBL235789,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(CN2CCNCC2)c1,1,462,0.7142857142857143,"[0.6,1.0]",1,"[""14761275""]","[""CHEMBL393717""]","[""O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(N2CCNCC2)c1""]"
cv_to_other_cv_folds,14762363,CHEMBL1951898,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCNCC2)CC1,2,467,0.8055555555555556,"[0.6,1.0]",1,"[""14763352""]","[""CHEMBL1951908""]","[""O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1""]"
cv_to_other_cv_folds,14762365,CHEMBL201799,c1ncc2scnc2n1,0,467,0.3709677419354839,"[0.3,0.4)",1,"[""14761157""]","[""CHEMBL274737""]","[""c1ccc(CSc2ncc3scnc3n2)cc1""]"
cv_to_other_cv_folds,14762371,CHEMBL1086310,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,0,467,0.2988505747126437,"[0.2,0.3)",1,"[""14765520""]","[""CHEMBL2170992""]","[""O=C(NCCCSCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1""]"
cv_to_other_cv_folds,14762372,CHEMBL2207655,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,2,467,0.8024691358024691,"[0.6,1.0]",1,"[""14759898""]","[""CHEMBL2207671""]","[""O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12""]"
cv_to_other_cv_folds,14762377,CHEMBL553,c1ccc(Nc2ncnc3ccccc23)cc1,4,467,0.2765957446808511,"[0.2,0.3)",1,"[""14763495""]","[""CHEMBL554""]","[""c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1""]"
cv_to_other_cv_folds,14762386,CHEMBL1739708,c1ccc(-c2ncs[n+]2-c2ccccc2)cc1,2,467,0.3695652173913043,"[0.3,0.4)",1,"[""14764321""]","[""CHEMBL2023704""]","[""c1ccc(-c2ccncn2)cc1""]"
cv_to_other_cv_folds,14762387,CHEMBL1870384,C(=NN=Cc1ccccc1)c1ccccc1,4,467,0.2391304347826087,"[0.2,0.3)",1,"[""14759943""]","[""CHEMBL1340633""]","[""c1ccc(Nc2ccc(-c3ccc(Nc4ccccc4)cc3)cc2)cc1""]"
cv_to_other_cv_folds,14762388,CHEMBL129982,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,3,465,0.6296296296296297,"[0.6,1.0]",1,"[""14763366""]","[""CHEMBL393384""]","[""O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(OC2CCNCC2)c1""]"
cv_to_other_cv_folds,14762396,CHEMBL129198,O=C(c1cc2ccccc2[nH]1)N1CCNCC1,0,467,0.41818181818181815,"[0.4,0.6)",1,"[""14761261""]","[""CHEMBL496929""]","[""O=C(Nc1ccccc1)c1cc2ccccc2[nH]1""]"
cv_to_other_cv_folds,14762404,CHEMBL1231533,O=C1NC(=O)C(=Cc2ccc3c(c2)OCO3)S1,0,467,0.2753623188405797,"[0.2,0.3)",1,"[""14761149""]","[""CHEMBL2048873""]","[""O=C1NC(=O)C(=Cc2cccc(-c3ccncc3)c2N2CCCCC2)S1""]"
cv_to_other_cv_folds,14762405,CHEMBL1683934,O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNCCc2cccc3[nH]c(=O)ccc23)CC1,0,467,0.35106382978723405,"[0.3,0.4)",1,"[""14761169""]","[""CHEMBL1807821""]","[""O=c1[nH]c2cccc(CCNCCCOCCOCCc3ccccc3)c2s1""]"
cv_to_other_cv_folds,14762415,CHEMBL1951032,c1cncc(Nc2cc(OC3CCNCC3)ncn2)c1,4,467,0.27380952380952384,"[0.2,0.3)",1,"[""14758991""]","[""CHEMBL112246""]","[""c1ccc(NC2CCNCC2)nc1""]"
cv_to_other_cv_folds,14762416,CHEMBL565755,c1ccc2scnc2c1,4,467,0.4888888888888889,"[0.4,0.6)",1,"[""14760013""]","[""CHEMBL1645105""]","[""c1cncc(-c2ccc3ncsc3c2)c1""]"
cv_to_other_cv_folds,14762417,CHEMBL376488,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,0,467,0.25925925925925924,"[0.2,0.3)",1,"[""14765515""]","[""CHEMBL2098332""]","[""O=C(COc1ccnc2ccccc12)Nc1ccccc1""]"
cv_to_other_cv_folds,14762424,CHEMBL218628,O=C(c1c(Cn2cnc3ccccc32)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1,1,462,0.6746987951807228,"[0.6,1.0]",1,"[""14763397""]","[""CHEMBL219861""]","[""O=C(c1c(Cc2ccnc3ccccc23)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1""]"
cv_to_other_cv_folds,14762425,CHEMBL453222,c1ccc(-c2cccs2)cc1,1,462,0.25333333333333335,"[0.2,0.3)",1,"[""14762448""]","[""CHEMBL81""]","[""O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12""]"
cv_to_other_cv_folds,14762426,CHEMBL1807869,O=c1[nH]c2cccc(CCNCCCSCCNCCc3ccccc3)c2s1,4,467,0.6575342465753424,"[0.6,1.0]",2,"[""14763446"",""14765354""]","[""CHEMBL1807818"",""CHEMBL1807817""]","[""O=c1[nH]c2cccc(CCNCCCSCCOCCc3ccccc3)c2s1"",""O=c1[nH]c2cccc(CCNCCSCCCOCCc3ccccc3)c2s1""]"
cv_to_other_cv_folds,14762427,CHEMBL365123,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,0,467,0.34615384615384615,"[0.3,0.4)",1,"[""14763449""]","[""CHEMBL1605684""]","[""O=c1ccn(Cc2ccccc2)c(=O)n1Cc1ccccc1""]"
cv_to_other_cv_folds,14762435,CHEMBL2177757,O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,0,467,0.3333333333333333,"[0.3,0.4)",1,"[""14762354""]","[""CHEMBL406366""]","[""c1ccc(-c2cscn2)cc1""]"
cv_to_other_cv_folds,14762436,CHEMBL103482,c1ccc2ncccc2c1,4,467,0.27692307692307694,"[0.2,0.3)",1,"[""14765392""]","[""CHEMBL475534""]","[""C1=CC(c2ccccc2)C=CN1""]"
cv_to_other_cv_folds,14762438,CHEMBL22442,O=c1cc(OCc2ccccc2)ccn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,3,465,0.25,"[0.2,0.3)",1,"[""14759795""]","[""CHEMBL1688458""]","[""c1ccc(OCc2cccc(Oc3ccccc3)c2)cc1""]"
cv_to_other_cv_folds,14762439,CHEMBL128613,O=C(c1cc2ccccc2[nH]1)N1CCNCC1,0,467,0.2786885245901639,"[0.2,0.3)",1,"[""14761261""]","[""CHEMBL496929""]","[""O=C(Nc1ccccc1)c1cc2ccccc2[nH]1""]"
cv_to_other_cv_folds,14762442,CHEMBL141157,O=C(Cn1cccc(NC(=O)c2ccon2)c1=O)NCCC1CCNC1=O,3,465,0.21782178217821782,"[0.2,0.3)",1,"[""14763458""]","[""CHEMBL1221660""]","[""c1ccc(NC2CCNCC2)nc1""]"
cv_to_other_cv_folds,14762448,CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,2,467,0.4714285714285714,"[0.4,0.6)",1,"[""14764289""]","[""CHEMBL46740""]","[""c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1""]"
cv_to_other_cv_folds,14762449,CHEMBL1934414,O=S(=O)(Nc1ccnn1C1CCCC1)c1ccccc1,0,467,0.9814814814814815,"[0.6,1.0]",1,"[""14763442""]","[""CHEMBL1934415""]","[""O=S(=O)(Nc1ccnn1C1CCCCC1)c1ccccc1""]"
cv_to_other_cv_folds,14762451,CHEMBL1951902,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCCCC2)CC1,1,462,0.75,"[0.6,1.0]",1,"[""14762363""]","[""CHEMBL1951898""]","[""O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCNCC2)CC1""]"
cv_to_other_cv_folds,14762452,CHEMBL404609,c1ccc(-c2cccs2)cc1,1,462,0.30612244897959184,"[0.3,0.4)",1,"[""14759818""]","[""CHEMBL591931""]","[""c1ccc(-c2cccc3sccc23)cc1""]"
cv_to_other_cv_folds,14762453,CHEMBL2207285,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12,4,467,0.8571428571428571,"[0.6,1.0]",1,"[""14762231""]","[""CHEMBL2207284""]","[""O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12""]"
cv_to_other_cv_folds,14762454,CHEMBL492112,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,0,467,0.391304347826087,"[0.3,0.4)",1,"[""14765329""]","[""CHEMBL550637""]","[""O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc(C(=O)N2CC3CNCC(C2)O3)c1""]"
cv_to_other_cv_folds,14762455,CHEMBL108546,c1ccc(CCOCCOCCCNCCc2cccc3ncsc23)cc1,3,465,0.9019607843137255,"[0.6,1.0]",1,"[""14763387""]","[""CHEMBL320714""]","[""c1ccc(CCOCCCCCCNCCc2cccc3ncsc23)cc1""]"
cv_to_other_cv_folds,14762461,CHEMBL1077827,O=C(Cc1ccccc1)N(Cc1nc2ncccc2c(=O)n1-c1ccccc1)CC1CCNCC1,3,465,0.5,"[0.4,0.6)",1,"[""14762332""]","[""CHEMBL436826""]","[""O=C(Cc1ccccc1)N(Cc1cccnc1)Cc1nc2ccccc2c(=O)n1-c1ccccc1""]"
cv_to_other_cv_folds,14762462,CHEMBL2170994,O=C(NCCCSCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1,1,462,0.6,"[0.6,1.0]",1,"[""14765485""]","[""CHEMBL2171169""]","[""O=C(NCCCNCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1""]"
cv_to_other_cv_folds,14762463,CHEMBL1950720,O=C(CC1CCCCC1)N1CCC2CCN(CCc3ccccc3)CC21,3,465,0.31645569620253167,"[0.3,0.4)",1,"[""14758989""]","[""CHEMBL180184""]","[""O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1""]"
cv_to_other_cv_folds,14762466,CHEMBL2207669,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,0,467,0.6428571428571429,"[0.6,1.0]",1,"[""14764385""]","[""CHEMBL2207654""]","[""O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12""]"
cv_to_other_cv_folds,14763245,CHEMBL2216870,O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,4,467,0.25316455696202533,"[0.2,0.3)",1,"[""14762275""]","[""CHEMBL1939418""]","[""c1ccc(Nc2ncnc3[nH]cnc23)cc1""]"
cv_to_other_cv_folds,14763246,CHEMBL57531,c1ccc(-c2cnc3ncncc3c2)cc1,0,467,0.26785714285714285,"[0.2,0.3)",1,"[""14762302""]","[""CHEMBL1939414""]","[""c1ccc(Nc2ncnc3[nH]cnc23)cc1""]"
cv_to_other_cv_folds,14763250,CHEMBL472,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1,3,465,0.3048780487804878,"[0.3,0.4)",1,"[""14764405""]","[""CHEMBL2171017""]","[""O=C(NCCN1CCN(Cc2ccccc2)CC1)c1ccccc1""]"
cv_to_other_cv_folds,14763251,CHEMBL217899,c1csc(-c2nnc3n2CCc2cnn(C4CCCC4)c2-3)c1,2,467,0.2073170731707317,"[0.2,0.3)",1,"[""14765441""]","[""CHEMBL1425658""]","[""c1csc(Cn2nnnc2CN2CCN(c3nc4ccccc4s3)CC2)c1""]"
cv_to_other_cv_folds,14763252,CHEMBL193544,c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCNCC5)c34)cc2)nc1,2,467,0.4473684210526316,"[0.4,0.6)",1,"[""14762273""]","[""CHEMBL371888""]","[""c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)nc1""]"
cv_to_other_cv_folds,14763253,CHEMBL1945040,O=c1[nH]c2cccc(CCNCCc3ccc(CNCc4ccccc4)cc3)c2s1,1,462,0.9047619047619048,"[0.6,1.0]",1,"[""14763301""]","[""CHEMBL1944694""]","[""O=c1[nH]c2cccc(CCNCCc3ccc(CNCCc4ccccc4)cc3)c2s1""]"
cv_to_other_cv_folds,14763254,CHEMBL1944692,O=c1[nH]c2cccc(CCNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,0,467,0.85,"[0.6,1.0]",1,"[""14763353""]","[""CHEMBL1945035""]","[""O=c1[nH]c2cccc(CCNCCc3ccccc3CNCCc3ccccc3)c2s1""]"
